id,vin,stock_number,make,model,trim,model_year,body_style,exterior_color,interior_color,engine,transmission,drivetrain,fuel_type,mileage,mpg_city,mpg_highway,electric_range_miles,condition,title_status,accident_count,owner_count,carfax_url,msrp,acquisition_cost,list_price,sale_price,date_acquired,date_sold,status,lot_location,state,days_in_inventory,salesperson_name,salesperson_email,certified_pre_owned_program,warranty_months_remaining,keys_count,financing_available,trade_in_accepted,featured,views_count,exterior_condition_notes,interior_condition_notes,features,description
47,FV85YZJPA22A7YWAJ,STK20260047,Toyota,Corolla,Trail,2023,sedan,Red,Off-White,1.5L I4 Turbo,6-Speed Manual,FWD,gas,21154,24,29,,certified_pre_owned,clean,0,1,https://www.carfax.com/vehicle/8YPNMJSZ4PDTY4NYX,43300,19700,23100,22300,2026-03-31,2026-07-08,sold,North Lot,TX,99,,,Toyota Certified,24,2,True,True,False,658,Windshield chip (non-obstructive),Light wear on driver seat,Navigation System; Leather Seats; Adaptive Cruise Control; Backup Camera,"2023 Toyota Corolla Trail - sedan in blue, well-maintained with 21,154 miles."
48,S10V786YHH5P6NWSD,STK20260048,Subaru,Impreza,Trail,2022,sedan,White,Off-White,Tri Motor Electric,1-Speed Direct Drive,4WD,electric,48083,,,232,used,clean,0,1,https://www.carfax.com/vehicle/W8C6T5NKB5EGPV6SL,34900,10200,12700,,2026-05-24,,pending,Main Lot - B,TX,76,Maria Gonzalez,mgonzalez@dealership.com,,0,2,True,False,False,323,,,Lane Keep Assist; Adaptive Cruise Control; Android Auto; 360 Camera; Wireless Charging,"2022 Subaru Impreza Trail - sedan in yellow, well-maintained with 48,083 miles."
49,F4KK1WM69M6MG87PH,STK20260049,Honda,Civic,SE,2019,sedan,Matte Gray,Beige,2.0L I4 Turbo,6-Speed Manual,FWD,gas,85365,26,35,,used,clean,0,1,https://www.carfax.com/vehicle/GATE03NY2XWBD4BDR,25500,7200,9000,,2026-04-07,,available,Main Lot - A,IL,123,Derek Chan,dchan@dealership.com,,6,2,True,True,False,648,Small scratch on bumper,,Backup Camera; Third Row Seating; Wireless Charging; Premium Audio; Adaptive Cruise Control; Leather Seats; Sunroof; Blind Spot Monitor,"2019 Honda Civic SE - sedan in white, well-maintained with 85,365 miles."
50,ECT0DJH9KSDFBK3L1,STK20260050,Hyundai,Sonata,SE,2025,sedan,Black,Black,1.5L I4 Turbo,9-Speed Automatic,FWD,gas,11316,31,43,,used,clean,0,1,https://www.carfax.com/vehicle/AEYL68J1NMDPS4ZSP,27700,19700,23400,,2026-01-20,,available,Main Lot - B,TX,200,Lena Kowalski,lkowalski@dealership.com,,0,2,True,True,True,936,,,Keyless Entry; Remote Start; Third Row Seating; Backup Camera; Lane Keep Assist; Wireless Charging; Sunroof; Ventilated Seats,"2025 Hyundai Sonata SE - sedan in orange, well-maintained with 11,316 miles."
51,A7TSTF1LLKTVN3CRV,STK20260051,GMC,Yukon,GT,2024,suv,Black,Tan,1.5L I4 Turbo,10-Speed Automatic,4WD,gas,29413,32,37,,used,clean,0,3,https://www.carfax.com/vehicle/RDTYDPVACWXLTGZ8M,67000,32900,43100,,2026-06-02,,available,Main Lot - A,FL,67,Tom O'Malley,tomalley@dealership.com,,6,2,True,False,False,617,,Small stain on rear seat,Third Row Seating; Keyless Entry; Premium Audio; Tow Package; Apple CarPlay; Ventilated Seats; Panoramic Roof; Navigation System,"2024 GMC Yukon GT - suv in beige, well-maintained with 29,413 miles."
52,2RY8ETUB74ST7FW1E,STK20260052,Nissan,Frontier,Sport,2025,truck,Dark Green,Off-White,Dual Motor Electric,1-Speed Direct Drive,AWD,electric,11856,,,235,used,clean,0,1,https://www.carfax.com/vehicle/W6TN972K89REP01K0,36000,22600,29000,,2026-02-05,,available,North Lot,FL,184,Tom O'Malley,tomalley@dealership.com,,3,2,True,False,False,706,Small scratch on bumper,Small stain on rear seat,Blind Spot Monitor; Remote Start; Heated Seats; Ventilated Seats; Sunroof; Panoramic Roof; Wireless Charging; Lane Keep Assist; Adaptive Cruise Control,"2025 Nissan Frontier Sport - truck in blue, well-maintained with 11,856 miles."
53,3D5151VH23KY7N89L,STK20260053,Tesla,Model Y,SL,2021,suv,Burgundy,Black,Tri Motor Electric,1-Speed Direct Drive,4WD,electric,59776,,,265,used,clean,0,1,https://www.carfax.com/vehicle/AJX25470Y1VW28KFZ,73400,22300,26200,26300,2026-04-21,2026-06-03,sold,Main Lot - B,NY,43,Maria Gonzalez,mgonzalez@dealership.com,,0,3,True,True,True,288,Light wear on wheel rims,,Apple CarPlay; Sunroof; Adaptive Cruise Control; Blind Spot Monitor; Wireless Charging,"2021 Tesla Model Y SL - suv in burgundy, well-maintained with 59,776 miles."
54,LK8XSV1YDMHY7JB6N,STK20260054,Subaru,Forester,Denali,2024,suv,Black,Tan,2.0L I4 PHEV,10-Speed Automatic,AWD,plug-in hybrid,23887,28,38,,used,clean,0,2,https://www.carfax.com/vehicle/J0AU2TTTKYLCD92UX,34000,19100,23200,22600,2026-05-22,2026-05-27,sold,Main Lot - B,FL,5,Tom O'Malley,tomalley@dealership.com,,0,2,True,True,False,722,Minor door ding rear passenger side,Small stain on rear seat,360 Camera; Tow Package; Leather Seats; Premium Audio; Third Row Seating; Panoramic Roof; Heated Seats,"2024 Subaru Forester Denali - suv in matte gray, well-maintained with 23,887 miles."
55,1W0C7D2KC2RPYSUEN,STK20260055,Mazda,Mazda3,Sport,2026,sedan,Burgundy,Gray,1.5L I4 Turbo,8-Speed Automatic,RWD,gas,35,29,35,,new,clean,0,0,,34900,31000,35200,,2026-06-02,,available,Main Lot - B,IL,67,Lena Kowalski,lkowalski@dealership.com,,60,2,True,False,False,147,,,Remote Start; Backup Camera; Tow Package; Heated Seats; Wireless Charging; Heated Steering Wheel,"2026 Mazda Mazda3 Sport - sedan in black, brand new with 35 miles."
56,DX6LRXLWVNLRAJH1R,STK20260056,Honda,Civic,XLE,2020,sedan,Blue,Beige,1.8L I4 Hybrid,CVT,RWD,hybrid,27968,28,36,,certified_pre_owned,clean,0,1,https://www.carfax.com/vehicle/ZLSR2TDYCK46G1X16,30800,9000,11000,,2026-06-12,,available,Overflow Lot,CA,57,Maria Gonzalez,mgonzalez@dealership.com,Honda Certified,36,3,False,False,False,40,,Light wear on driver seat,Leather Seats; Navigation System; Heated Seats; Blind Spot Monitor; Keyless Entry; Android Auto; Panoramic Roof; Heated Steering Wheel,"2020 Honda Civic XLE - sedan in burgundy, well-maintained with 27,968 miles."
57,JHZU3N76BYD8XK1WV,STK20260057,Subaru,Legacy,Premium,2019,sedan,Dark Green,Off-White,1.8L I4,9-Speed Automatic,AWD,gas,87581,21,27,,used,clean,1,2,https://www.carfax.com/vehicle/NW6CJ9HP3M36A6RHT,27000,7700,9000,,2026-08-05,,available,North Lot,FL,3,Priya Nair,pnair@dealership.com,,0,2,True,True,False,737,Minor door ding rear passenger side,,Apple CarPlay; Keyless Entry; Premium Audio; Sunroof; Third Row Seating; Tow Package; Wireless Charging,"2019 Subaru Legacy Premium - sedan in black, well-maintained with 87,581 miles."
58,W34GYJ0MRWHNDG5TP,STK20260058,Jeep,Compass,SE,2021,suv,Silver,Brown,2.0L I4 Hybrid,8-Speed Automatic,RWD,hybrid,57272,21,32,,used,clean,0,1,https://www.carfax.com/vehicle/DSXB2TDSEW462YUNB,28200,8200,9600,,2026-07-28,,available,Overflow Lot,CO,11,Priya Nair,pnair@dealership.com,,6,2,False,True,False,826,,,Adaptive Cruise Control; Leather Seats; Blind Spot Monitor; Panoramic Roof; Keyless Entry; Ventilated Seats; Third Row Seating; Wireless Charging,"2021 Jeep Compass SE - suv in matte gray, well-maintained with 57,272 miles."
59,P2SNVJLM015Y1R0FH,STK20260059,Volvo,XC60,XLE,2020,suv,Dark Green,Gray,3.0L V6 Turbodiesel,CVT,4WD,diesel,72365,24,32,,used,clean,0,2,https://www.carfax.com/vehicle/3XZBNX34SWCJNX07P,48700,12800,17800,,2026-03-27,,available,Overflow Lot,IL,134,Derek Chan,dchan@dealership.com,,0,3,True,True,False,452,Minor door ding rear passenger side,Small stain on rear seat,Wireless Charging; Navigation System; Heated Steering Wheel; Ventilated Seats; Premium Audio; Adaptive Cruise Control; Apple CarPlay; Remote Start,"2020 Volvo XC60 XLE - suv in white, well-maintained with 72,365 miles."
60,VJPDCK83853VZ8V21,STK20260060,Mercedes-Benz,A-Class,SEL,2022,sedan,Beige,Off-White,1.5L I4 Turbo,CVT,RWD,gas,41819,32,43,,used,clean,0,2,https://www.carfax.com/vehicle/SWADCX9ZHL8UA4JDZ,77400,23800,26100,,2026-04-27,,available,North Lot,TX,103,Maria Gonzalez,mgonzalez@dealership.com,,6,3,True,True,False,226,Light wear on wheel rims,,360 Camera; Wireless Charging; Premium Audio; Heated Steering Wheel; Navigation System; Heated Seats; Adaptive Cruise Control; Panoramic Roof; Third Row Seating,"2022 Mercedes-Benz A-Class SEL - sedan in orange, well-maintained with 41,819 miles."
61,HWB3SUTNZF90SZAGW,STK20260061,Subaru,Forester,XLE,2023,suv,Blue,Gray,2.0L I4 Turbo,CVT,RWD,gas,35589,22,33,,used,clean,2,2,https://www.carfax.com/vehicle/XJVHSXNTG0N5KFEWH,28400,12000,14800,,2026-01-20,,available,Main Lot - A,IL,200,,,,0,2,False,True,False,822,,Light wear on driver seat,Remote Start; Keyless Entry; Navigation System; Wireless Charging; Android Auto; Tow Package; 360 Camera,"2023 Subaru Forester XLE - suv in matte gray, well-maintained with 35,589 miles."
62,7JAE58GWYF2MZT16N,STK20260062,Tesla,Model X,SE,2026,suv,Red,Tan,Tri Motor Electric,1-Speed Direct Drive,AWD,electric,12,,,291,new,clean,0,0,,79100,68900,79700,,2026-04-28,,available,Main Lot - B,NY,102,James Whitfield,jwhitfield@dealership.com,,36,2,False,False,False,417,,,Navigation System; Keyless Entry; Heated Seats; Panoramic Roof; Remote Start; Apple CarPlay; Android Auto; Ventilated Seats; Heated Steering Wheel,"2026 Tesla Model X SE - suv in black, brand new with 12 miles."
63,C7NH1REUFBM75S57V,STK20260063,Ford,Escape,Platinum,2021,suv,Silver,Off-White,3.5L V6,CVT,4WD,gas,59189,22,29,,used,clean,1,2,https://www.carfax.com/vehicle/UWS15RYU6SHCLPFAU,41600,11300,13900,,2026-02-19,,pending,Main Lot - B,WA,170,Tom O'Malley,tomalley@dealership.com,,0,2,False,False,True,947,,,360 Camera; Sunroof; Backup Camera; Tow Package; Leather Seats; Wireless Charging,"2021 Ford Escape Platinum - suv in beige, well-maintained with 59,189 miles."
64,XJXGABUGDJ00HETML,STK20260064,GMC,Acadia,GT,2026,suv,Beige,Gray,2.5L I4,10-Speed Automatic,4WD,gas,23152,19,31,,certified_pre_owned,clean,0,1,https://www.carfax.com/vehicle/S3L48B2CSG434E2J2,65500,48700,59300,,2026-02-23,,pending,Downtown Annex,FL,166,Lena Kowalski,lkowalski@dealership.com,GMC Certified,36,1,True,True,False,99,Light wear on wheel rims,Light wear on driver seat,360 Camera; Navigation System; Ventilated Seats; Blind Spot Monitor; Leather Seats; Keyless Entry; Panoramic Roof; Apple CarPlay,"2026 GMC Acadia GT - suv in burgundy, well-maintained with 23,152 miles."
65,79XBY03EH9313RGZM,STK20260065,Mercedes-Benz,GLE,Sport,2020,suv,Silver,Gray,3.0L I6 Turbo,8-Speed Automatic,FWD,gas,75050,19,29,,used,clean,0,1,https://www.carfax.com/vehicle/6TRK0GGM1K47VCFKJ,56900,16600,19400,18400,2026-02-18,2026-07-11,sold,North Lot,GA,143,Aisha Bello,abello@dealership.com,,0,1,False,False,False,22,,,Keyless Entry; Apple CarPlay; Premium Audio; Leather Seats; Third Row Seating; Lane Keep Assist; Heated Steering Wheel,"2020 Mercedes-Benz GLE Sport - suv in orange, well-maintained with 75,050 miles."
66,U0JNWC7GT6C3CV7PN,STK20260066,Nissan,Pathfinder,Trail,2023,suv,Matte Gray,Black,5.0L V8,6-Speed Manual,RWD,gas,45638,28,40,,used,clean,0,3,https://www.carfax.com/vehicle/4JBCL88D0UGUJXF1P,34300,12400,16200,,2026-03-27,,available,Main Lot - A,WA,134,Priya Nair,pnair@dealership.com,,0,2,False,True,False,187,,,Sunroof; Wireless Charging; Tow Package,"2023 Nissan Pathfinder Trail - suv in burgundy, well-maintained with 45,638 miles."
67,HL2847TVVDSFJ6JJK,STK20260067,Audi,A6,SEL,2024,sedan,Orange,Tan,2.5L I4,CVT,AWD,gas,28052,22,30,,used,clean,0,2,https://www.carfax.com/vehicle/VHCLST604DYB3N27M,73800,38300,49200,48500,2026-05-17,2026-05-28,sold,Downtown Annex,CO,11,Aisha Bello,abello@dealership.com,,3,1,True,False,False,619,,,Sunroof; Adaptive Cruise Control; Backup Camera; Lane Keep Assist; Apple CarPlay; Panoramic Roof; Keyless Entry; 360 Camera,"2024 Audi A6 SEL - sedan in white, well-maintained with 28,052 miles."
68,V9UHJRZWDPNGMY2FM,STK20260068,Audi,A4,Denali,2022,sedan,Beige,Brown,1.5L I4 Turbo,6-Speed Manual,4WD,gas,44733,28,36,,used,clean,0,1,https://www.carfax.com/vehicle/EB3GN25DB8754AZDR,70100,20200,23600,,2026-01-18,,available,Main Lot - A,WA,202,Maria Gonzalez,mgonzalez@dealership.com,,0,2,True,True,False,771,,,Apple CarPlay; Heated Steering Wheel; Keyless Entry; Blind Spot Monitor; 360 Camera; Lane Keep Assist,"2022 Audi A4 Denali - sedan in red, well-maintained with 44,733 miles."
69,SWCG8V0B7LT1AZMK9,STK20260069,Dodge,Durango,Platinum,2024,suv,Burgundy,Gray,5.0L V8,9-Speed Automatic,FWD,gas,22588,32,42,,used,clean,1,1,https://www.carfax.com/vehicle/3X563AVKF6YCN8XXH,36400,18300,23600,,2026-05-30,,pending,Main Lot - B,NY,70,Lena Kowalski,lkowalski@dealership.com,,0,2,True,False,False,558,,,Tow Package; Third Row Seating; Heated Steering Wheel; Lane Keep Assist; Heated Seats,"2024 Dodge Durango Platinum - suv in silver, well-maintained with 22,588 miles."
70,WXWHAC2E4SYGNSFHP,STK20260070,Mercedes-Benz,E-Class,Denali,2023,sedan,White,Gray,1.8L I4 Hybrid,10-Speed Automatic,4WD,hybrid,28250,18,27,,certified_pre_owned,clean,1,1,https://www.carfax.com/vehicle/8HZGGF8RXZ56R2X40,94800,42900,47400,45400,2026-06-28,2026-07-04,sold,Downtown Annex,CA,6,Priya Nair,pnair@dealership.com,Mercedes-Benz Certified,24,3,True,True,False,901,,Light wear on driver seat,Navigation System; Apple CarPlay; Blind Spot Monitor; Heated Seats; Wireless Charging; Leather Seats,"2023 Mercedes-Benz E-Class Denali - sedan in white, well-maintained with 28,250 miles."
71,6CLY0F1D0XC009XFV,STK20260071,Jeep,Gladiator,Base,2020,truck,White,Beige,3.5L V6,6-Speed Manual,AWD,gas,66825,25,33,,used,clean,2,1,https://www.carfax.com/vehicle/7VYE5F0PL2RXDEGXJ,48700,13400,16500,,2026-07-25,,available,Downtown Annex,GA,14,,,,6,2,True,False,False,246,,,Wireless Charging; 360 Camera; Apple CarPlay; Tow Package; Ventilated Seats; Android Auto; Third Row Seating; Backup Camera; Leather Seats,"2020 Jeep Gladiator Base - truck in gray, well-maintained with 66,825 miles."
72,7DKNNCRVKEZKUUZXD,STK20260072,Volvo,S60,SEL,2019,sedan,Matte Gray,Off-White,2.0L I4 Turbo,9-Speed Automatic,AWD,gas,88425,27,37,,used,clean,0,1,https://www.carfax.com/vehicle/UC0W30R4JVX7XT1T3,58100,16700,21500,,2026-07-01,,available,Overflow Lot,FL,38,Maria Gonzalez,mgonzalez@dealership.com,,0,2,True,True,True,479,,,Android Auto; Heated Steering Wheel; Adaptive Cruise Control; Wireless Charging; Panoramic Roof; Premium Audio,"2019 Volvo S60 SEL - sedan in yellow, well-maintained with 88,425 miles."
73,YSX6UM2P14K0LUGZ3,STK20260073,Chevrolet,Suburban,Premium,2023,suv,Blue,Black,2.5L I4,9-Speed Automatic,RWD,gas,35173,30,35,,certified_pre_owned,clean,0,2,https://www.carfax.com/vehicle/8KB9X4VNW510LBPTH,26500,10200,12900,12300,2026-05-21,2026-05-30,sold,Downtown Annex,IL,9,Derek Chan,dchan@dealership.com,GM Certified,36,2,True,True,True,806,,,Remote Start; Heated Steering Wheel; Keyless Entry; 360 Camera,"2023 Chevrolet Suburban Premium - suv in white, well-maintained with 35,173 miles."
74,YGGKU2ZJFD8VDUVJ8,STK20260074,Mercedes-Benz,C-Class,Sport,2019,sedan,Red,Brown,2.5L I4 PHEV,CVT,RWD,plug-in hybrid,85913,30,39,,used,clean,0,1,https://www.carfax.com/vehicle/JCXMRESZDBRFWW40X,83200,22200,31400,,2026-07-05,,available,North Lot,WA,34,James Whitfield,jwhitfield@dealership.com,,0,2,True,True,False,98,,Light wear on driver seat,Sunroof; Heated Seats; Lane Keep Assist; Adaptive Cruise Control; Backup Camera; 360 Camera,"2019 Mercedes-Benz C-Class Sport - sedan in matte gray, well-maintained with 85,913 miles."
75,KMVTP0DVCKSWHJFSC,STK20260075,Volkswagen,Jetta,GT,2019,sedan,Gray,Off-White,2.0L I4 Turbo,10-Speed Automatic,RWD,gas,82698,31,38,,used,rebuilt,0,3,https://www.carfax.com/vehicle/W2R2UHYC7VTWSV4F8,41200,12000,15400,,2026-02-09,,available,Main Lot - A,TX,180,Derek Chan,dchan@dealership.com,,0,3,False,True,False,679,,Small stain on rear seat,Premium Audio; Keyless Entry; Panoramic Roof,"2019 Volkswagen Jetta GT - sedan in white, well-maintained with 82,698 miles."
76,04M55H0PLNNUYSGN7,STK20260076,Ford,Escape,GT,2024,suv,Dark Green,Beige,2.0L I4 Turbo,6-Speed Manual,AWD,gas,8012,18,23,,certified_pre_owned,clean,1,2,https://www.carfax.com/vehicle/K5EAYE6Y9EE356Z7X,40600,23900,28300,,2026-05-18,,pending,Downtown Annex,CO,82,Lena Kowalski,lkowalski@dealership.com,Ford Blue Advantage,12,3,False,True,False,193,,,Tow Package; Apple CarPlay; Adaptive Cruise Control; Sunroof; Premium Audio; Panoramic Roof; Navigation System,"2024 Ford Escape GT - suv in dark green, well-maintained with 8,012 miles."
77,STS1P83KB710VCSFB,STK20260077,Porsche,Cayenne,SL,2019,suv,Red,Off-White,1.5L I4 Turbo,8-Speed Automatic,4WD,gas,79885,30,35,,used,clean,0,3,https://www.carfax.com/vehicle/XKCT5KEK5ADFWER3J,111700,29900,39600,,2026-07-02,,pending,Main Lot - B,GA,37,Aisha Bello,abello@dealership.com,,0,2,True,True,False,151,,,Leather Seats; 360 Camera; Adaptive Cruise Control; Sunroof; Remote Start; Navigation System,"2019 Porsche Cayenne SL - suv in orange, well-maintained with 79,885 miles."
78,NLU8DUM4XYJJ3JWSZ,STK20260078,Tesla,Model X,Touring,2020,suv,Gray,Off-White,Single Motor Electric,1-Speed Direct Drive,RWD,electric,71955,,,277,used,clean,0,1,https://www.carfax.com/vehicle/Z2UZ9LAACPUZM0JBX,68500,20600,23000,,2026-01-10,,available,Main Lot - A,FL,210,Aisha Bello,abello@dealership.com,,6,3,True,False,False,91,Small scratch on bumper,Small stain on rear seat,Tow Package; Keyless Entry; Navigation System; Apple CarPlay; Ventilated Seats; Backup Camera; Lane Keep Assist; Heated Steering Wheel,"2020 Tesla Model X Touring - suv in orange, well-maintained with 71,955 miles."
79,C9GNYDURXDRJBC12A,STK20260079,Tesla,Model X,Limited,2024,suv,Beige,Beige,Tri Motor Electric,1-Speed Direct Drive,FWD,electric,20075,,,276,certified_pre_owned,clean,0,1,https://www.carfax.com/vehicle/YABNFLNA02SP13CHN,71600,41900,47500,,2026-02-18,,available,Downtown Annex,TX,171,James Whitfield,jwhitfield@dealership.com,Tesla Certified,12,3,True,True,False,413,,Light wear on driver seat,Navigation System; Heated Steering Wheel; Android Auto,"2024 Tesla Model X Limited - suv in white, well-maintained with 20,075 miles."
80,B2BD3ZSZ5EW7BEYS7,STK20260080,Ford,Explorer,SE,2021,suv,White,Beige,3.5L V6,10-Speed Automatic,AWD,gas,60598,18,28,,used,clean,0,1,https://www.carfax.com/vehicle/0EFBL3SFW3DT3H3R3,52800,16000,19100,,2026-07-17,,available,Downtown Annex,WA,22,Maria Gonzalez,mgonzalez@dealership.com,,6,1,True,True,False,815,Small scratch on bumper,Small stain on rear seat,Leather Seats; 360 Camera; Adaptive Cruise Control; Keyless Entry; Panoramic Roof; Backup Camera,"2021 Ford Explorer SE - suv in gray, well-maintained with 60,598 miles."
81,P7XBFT8X2MAHDUDM2,STK20260081,Honda,Odyssey,LE,2024,van,Burgundy,Brown,1.8L I4,6-Speed Manual,RWD,gas,18252,22,34,,used,clean,1,1,https://www.carfax.com/vehicle/H2YKG3Z8SFZBYKRM3,36200,20200,24800,23400,2026-07-28,2026-07-29,sold,Downtown Annex,CA,1,,,,0,1,True,False,False,807,Minor door ding rear passenger side,,Wireless Charging; Adaptive Cruise Control; Ventilated Seats; Keyless Entry; Apple CarPlay; Heated Seats; Leather Seats; Remote Start,"2024 Honda Odyssey LE - van in white, well-maintained with 18,252 miles."
82,9GEZBE5SFM6W3YXF9,STK20260082,GMC,Sierra 1500,SEL,2025,truck,Gray,Black,3.5L V6,10-Speed Automatic,AWD,gas,37151,21,31,,certified_pre_owned,clean,0,1,https://www.carfax.com/vehicle/PU5HSSAR5JRH7876P,40700,23200,29800,,2026-04-24,,available,Main Lot - A,CA,106,,,GMC Certified,12,2,True,True,False,493,Minor door ding rear passenger side,,Panoramic Roof; Android Auto; Tow Package; Premium Audio; Apple CarPlay; Third Row Seating; Lane Keep Assist,"2025 GMC Sierra 1500 SEL - truck in matte gray, well-maintained with 37,151 miles."
83,2C61B8Z6DNXNFVC0G,STK20260083,Chevrolet,Tahoe,XLE,2019,suv,Blue,Beige,2.5L I4,10-Speed Automatic,FWD,gas,90469,22,30,,used,clean,0,1,https://www.carfax.com/vehicle/UY115012L6TPBNRT4,26700,7800,9000,,2026-03-14,,available,Downtown Annex,IL,147,Priya Nair,pnair@dealership.com,,0,2,True,False,False,831,,,Backup Camera; Leather Seats; Tow Package; Remote Start; Sunroof; Apple CarPlay; Blind Spot Monitor; 360 Camera,"2019 Chevrolet Tahoe XLE - suv in black, well-maintained with 90,469 miles."
84,PMYLWZ4RLE3FJS92B,STK20260084,Mercedes-Benz,GLE,SE,2025,suv,Blue,Gray,1.5L I4 Turbo,8-Speed Automatic,RWD,gas,12506,31,41,,used,clean,2,1,https://www.carfax.com/vehicle/SF70K94ZYFHBLEJGV,58100,40400,48800,49600,2026-03-27,2026-08-03,sold,Main Lot - A,WA,129,Priya Nair,pnair@dealership.com,,3,2,True,True,False,169,,,Backup Camera; Adaptive Cruise Control; Blind Spot Monitor; Leather Seats; Heated Steering Wheel; Ventilated Seats; Tow Package; Heated Seats,"2025 Mercedes-Benz GLE SE - suv in burgundy, well-maintained with 12,506 miles."
85,LP4RDBYWH7KAURZCT,STK20260085,Hyundai,Elantra,GT,2026,sedan,Gray,Tan,3.5L V6,CVT,RWD,gas,12,20,26,,new,clean,0,0,,22100,19900,22700,,2026-02-08,,available,North Lot,CA,181,Aisha Bello,abello@dealership.com,,60,2,False,True,False,440,,,Apple CarPlay; Wireless Charging; Panoramic Roof; Remote Start; Heated Seats; Premium Audio; Third Row Seating; Backup Camera,"2026 Hyundai Elantra GT - sedan in blue, brand new with 12 miles."
86,7WNAYKFSV7G4KT4KW,STK20260086,Audi,A6,Limited,2026,sedan,Beige,Brown,2.0L I4 PHEV,10-Speed Automatic,4WD,plug-in hybrid,8,23,29,,new,clean,0,0,,69700,61300,69800,,2026-02-02,,available,Downtown Annex,FL,187,Lena Kowalski,lkowalski@dealership.com,,60,1,True,True,False,658,,,Leather Seats; Apple CarPlay; Blind Spot Monitor; Adaptive Cruise Control; Keyless Entry; Ventilated Seats; Navigation System,"2026 Audi A6 Limited - sedan in yellow, brand new with 8 miles."
87,5EFJP7MKU7T2GD1U5,STK20260087,GMC,Sierra 1500,LE,2022,truck,Yellow,Gray,Dual Motor Electric,1-Speed Direct Drive,FWD,electric,46859,,,279,used,clean,0,2,https://www.carfax.com/vehicle/J0MUMEEK2P7FHT43V,54800,15300,19400,,2026-06-02,,available,Overflow Lot,TX,67,James Whitfield,jwhitfield@dealership.com,,6,2,False,True,True,137,,Light wear on driver seat,Wireless Charging; Sunroof; Apple CarPlay; Remote Start,"2022 GMC Sierra 1500 LE - truck in white, well-maintained with 46,859 miles."
88,6BKADEWWGZAE1KWM5,STK20260088,GMC,Acadia,Touring,2022,suv,Matte Gray,Brown,2.8L I4 Turbodiesel,10-Speed Automatic,AWD,diesel,45228,25,31,,used,clean,0,1,https://www.carfax.com/vehicle/HVDWAHGK6U9DHT0NW,33100,9900,11400,11300,2026-07-02,2026-07-20,sold,Downtown Annex,TX,18,James Whitfield,jwhitfield@dealership.com,,3,2,True,True,False,529,,,Heated Seats; Sunroof; Lane Keep Assist; Wireless Charging,"2022 GMC Acadia Touring - suv in gray, well-maintained with 45,228 miles."
89,DPZ916FNGG4PHRT22,STK20260089,Mazda,Mazda3,Denali,2021,sedan,Orange,Gray,3.0L I6 Turbo,8-Speed Automatic,FWD,gas,64454,28,34,,used,clean,1,1,https://www.carfax.com/vehicle/138MZ89TESETH8A14,27900,7500,9700,,2026-05-20,,available,Downtown Annex,CA,80,Lena Kowalski,lkowalski@dealership.com,,0,2,False,False,False,159,,Small stain on rear seat,Premium Audio; Android Auto; Backup Camera; Keyless Entry; Heated Seats; Blind Spot Monitor; Third Row Seating; Navigation System,"2021 Mazda Mazda3 Denali - sedan in red, well-maintained with 64,454 miles."
90,TE0TDZYZVS5TNT9XM,STK20260090,Porsche,911,GT,2025,coupe,Red,Gray,3.5L V6,10-Speed Automatic,AWD,gas,42075,29,36,,certified_pre_owned,clean,2,1,https://www.carfax.com/vehicle/CWEN3W2XNR9PBJHLC,109000,64700,78200,,2026-03-22,,available,Main Lot - A,IL,139,Lena Kowalski,lkowalski@dealership.com,Porsche Certified,24,1,True,True,True,336,Windshield chip (non-obstructive),Small stain on rear seat,Panoramic Roof; Sunroof; Wireless Charging; Android Auto; Adaptive Cruise Control; Heated Steering Wheel,"2025 Porsche 911 GT - coupe in white, well-maintained with 42,075 miles."
91,B9PH1D4DMC3SG3YK3,STK20260091,Volkswagen,Passat,SEL,2020,sedan,Dark Green,Off-White,2.5L I4,6-Speed Manual,4WD,gas,77111,22,31,,used,clean,0,2,https://www.carfax.com/vehicle/UGPXR2FA05WH81S7U,30400,8100,10700,,2026-06-16,,pending,Overflow Lot,CO,53,Derek Chan,dchan@dealership.com,,0,3,True,False,False,476,Windshield chip (non-obstructive),Small stain on rear seat,Keyless Entry; Leather Seats; 360 Camera; Blind Spot Monitor,"2020 Volkswagen Passat SEL - sedan in silver, well-maintained with 77,111 miles."
92,YF58TA5CW56PMYC80,STK20260092,Jeep,Grand Cherokee,Platinum,2022,suv,Silver,Beige,3.5L V6,CVT,AWD,gas,53618,30,39,,used,clean,0,2,https://www.carfax.com/vehicle/D17U487J6HE3LWN1H,45100,12400,16200,,2026-07-09,,available,Downtown Annex,FL,30,Aisha Bello,abello@dealership.com,,6,2,True,True,False,284,,Small stain on rear seat,Sunroof; Blind Spot Monitor; Android Auto; Navigation System; Apple CarPlay; Backup Camera; Keyless Entry; Tow Package,"2022 Jeep Grand Cherokee Platinum - suv in beige, well-maintained with 53,618 miles."
93,L8M3E55N7N9JC4HG6,STK20260093,Mazda,CX-9,Denali,2026,suv,Beige,Off-White,2.5L I4 PHEV,9-Speed Automatic,4WD,plug-in hybrid,8,26,37,,new,clean,0,0,,30100,26100,29900,28800,2026-07-01,2026-07-16,sold,North Lot,CO,15,Aisha Bello,abello@dealership.com,,36,1,True,True,False,966,,,Sunroof; Third Row Seating; Navigation System,"2026 Mazda CX-9 Denali - suv in beige, brand new with 8 miles."
